state,policy,prior,harvest,escapement
0,CE,NA,0,0
0.020202020202020204,CE,NA,0,0.020202020202020204
0.04040404040404041,CE,NA,0,0.04040404040404041
0.06060606060606061,CE,NA,0,0.06060606060606061
0.08080808080808081,CE,NA,0,0.08080808080808081
0.10101010101010102,CE,NA,0,0.10101010101010102
0.12121212121212122,CE,NA,0,0.12121212121212122
0.14141414141414144,CE,NA,0,0.14141414141414144
0.16161616161616163,CE,NA,0,0.16161616161616163
0.18181818181818182,CE,NA,0,0.18181818181818182
0.20202020202020204,CE,NA,0,0.20202020202020204
0.22222222222222224,CE,NA,0,0.22222222222222224
0.24242424242424243,CE,NA,0,0.24242424242424243
0.26262626262626265,CE,NA,0,0.26262626262626265
0.2828282828282829,CE,NA,0,0.2828282828282829
0.30303030303030304,CE,NA,0,0.30303030303030304
0.32323232323232326,CE,NA,0,0.32323232323232326
0.3434343434343435,CE,NA,0,0.3434343434343435
0.36363636363636365,CE,NA,0,0.36363636363636365
0.38383838383838387,CE,NA,0,0.38383838383838387
0.4040404040404041,CE,NA,0,0.4040404040404041
0.42424242424242425,CE,NA,0,0.42424242424242425
0.4444444444444445,CE,NA,0,0.4444444444444445
0.4646464646464647,CE,NA,0,0.4646464646464647
0.48484848484848486,CE,NA,0.020202020202020204,0.46464646464646464
0.5050505050505051,CE,NA,0.04040404040404041,0.4646464646464647
0.5252525252525253,CE,NA,0.06060606060606061,0.4646464646464647
0.5454545454545455,CE,NA,0.08080808080808081,0.4646464646464647
0.5656565656565657,CE,NA,0.10101010101010102,0.46464646464646475
0.5858585858585859,CE,NA,0.12121212121212122,0.46464646464646464
0.6060606060606061,CE,NA,0.14141414141414144,0.46464646464646464
0.6262626262626263,CE,NA,0.16161616161616163,0.46464646464646464
0.6464646464646465,CE,NA,0.18181818181818182,0.4646464646464647
0.6666666666666667,CE,NA,0.20202020202020204,0.4646464646464647
0.686868686868687,CE,NA,0.22222222222222224,0.46464646464646475
0.7070707070707072,CE,NA,0.24242424242424243,0.46464646464646475
0.7272727272727273,CE,NA,0.26262626262626265,0.46464646464646464
0.7474747474747475,CE,NA,0.2828282828282829,0.46464646464646464
0.7676767676767677,CE,NA,0.30303030303030304,0.4646464646464647
0.787878787878788,CE,NA,0.32323232323232326,0.4646464646464647
0.8080808080808082,CE,NA,0.3434343434343435,0.4646464646464647
0.8282828282828284,CE,NA,0.36363636363636365,0.46464646464646475
0.8484848484848485,CE,NA,0.38383838383838387,0.46464646464646464
0.8686868686868687,CE,NA,0.4040404040404041,0.46464646464646464
0.888888888888889,CE,NA,0.42424242424242425,0.4646464646464647
0.9090909090909092,CE,NA,0.4444444444444445,0.4646464646464647
0.9292929292929294,CE,NA,0.4646464646464647,0.4646464646464647
0.9494949494949496,CE,NA,0.48484848484848486,0.46464646464646475
0.9696969696969697,CE,NA,0.5050505050505051,0.46464646464646464
0.98989898989899,CE,NA,0.5252525252525253,0.46464646464646464
1.0101010101010102,CE,NA,0.5454545454545455,0.46464646464646464
1.0303030303030305,CE,NA,0.5656565656565657,0.46464646464646475
