scenario,time,state,obs,action,value,rep,method
1,91,33,33,10,0.0017079902680320002,1,POMDP
1,92,33,33,10,0.0016225907546304004,1,POMDP
1,93,32,32,9,0.0013701877483545603,1,POMDP
1,94,34,34,11,0.0016270979511710402,1,POMDP
1,95,33,33,10,0.001391168748251239,1,POMDP
1,96,34,34,11,0.0014684559009318636,1,POMDP
1,97,34,34,11,0.0013950331058852706,1,POMDP
1,98,33,33,10,0.001192753305531906,1,POMDP
1,99,32,32,9,0.0010072139024491652,1,POMDP
1,1,9,9,1,0,2,POMDP
1,2,15,15,1,0,2,POMDP
1,3,23,23,1,0,2,POMDP
1,4,34,34,11,0.16454671717171718,2,POMDP
1,5,33,33,10,0.14068744318181814,2,POMDP
1,6,33,33,10,0.13365307102272725,2,POMDP
1,7,32,32,9,0.11286259330808078,2,POMDP
1,8,32,32,9,0.10721946364267673,2,POMDP
1,9,33,33,10,0.11459080176811075,2,POMDP
1,10,32,32,9,0.09676556593751576,2,POMDP
1,11,33,33,10,0.10341819859571995,2,POMDP
1,12,32,32,9,0.08733092325860795,2,POMDP
1,13,33,33,10,0.09333492423263724,2,POMDP
1,14,33,33,10,0.08866817802100538,2,POMDP
1,15,33,33,10,0.0842347691199551,2,POMDP
1,16,32,32,9,0.07113158281240653,2,POMDP
1,17,34,34,11,0.08446875458973276,2,POMDP
1,18,32,32,9,0.06419625348819688,2,POMDP
1,19,33,33,10,0.06860974591551042,2,POMDP
1,20,32,32,9,0.057937118773097686,2,POMDP
1,21,32,32,9,0.055040262834442806,2,POMDP
1,22,32,32,9,0.052288249692720654,2,POMDP
1,23,32,32,9,0.049673837208084624,2,POMDP
1,24,33,33,10,0.05308891351614044,2,POMDP
1,25,33,33,10,0.05043446784033341,2,POMDP
1,26,32,32,9,0.042589106176281546,2,POMDP
1,27,33,33,10,0.045517107225900896,2,POMDP
1,28,33,33,10,0.04324125186460585,2,POMDP
1,29,34,34,11,0.045643543634861734,2,POMDP
1,30,33,33,10,0.039025229807806774,2,POMDP
1,31,32,32,9,0.032954638504370165,2,POMDP
1,32,34,34,11,0.039133633223939576,2,POMDP
1,33,35,35,12,0.04089464671901685,2,POMDP
1,34,33,33,10,0.03178629358614491,2,POMDP
1,35,33,33,10,0.030196978906837667,2,POMDP
1,36,33,33,10,0.02868712996149578,2,POMDP
1,37,32,32,9,0.024224687523040883,2,POMDP
1,38,34,34,11,0.028766816433611047,2,POMDP
1,39,32,32,9,0.021862780489544393,2,POMDP
1,40,33,33,10,0.02336584664820057,2,POMDP
1,41,34,34,11,0.024663949239767266,2,POMDP
1,42,34,34,11,0.023430751777778903,2,POMDP
1,43,34,34,11,0.02225921418888996,2,POMDP
1,44,32,32,9,0.016917002783556366,2,POMDP
1,45,31,31,8,0.01406225856383123,2,POMDP
1,46,34,34,11,0.019084493765199523,2,POMDP
1,47,34,34,11,0.01813026907693955,2,POMDP
1,48,32,32,9,0.013779004498474053,2,POMDP
1,49,33,33,10,0.014726311057744145,2,POMDP
1,50,34,34,11,0.015544439449841043,2,POMDP
1,51,34,34,11,0.01476721747734899,2,POMDP
1,52,34,34,11,0.014028856603481538,2,POMDP
1,53,31,31,8,0.009329189641315225,2,POMDP
1,54,33,33,10,0.011394938776177877,2,POMDP
1,55,34,34,11,0.012027990930409984,2,POMDP
1,56,34,34,11,0.011426591383889483,2,POMDP
1,57,32,32,9,0.008684209451756006,2,POMDP
1,58,34,34,11,0.010312498723960258,2,POMDP
1,59,33,33,10,0.00881718640898602,2,POMDP
1,60,32,32,9,0.007445624078699305,2,POMDP
1,61,33,33,10,0.007957510734109881,2,POMDP
1,62,33,33,10,0.007559635197404387,2,POMDP
1,63,33,33,10,0.0071816534375341665,2,POMDP
1,64,33,33,10,0.0068225707656574585,2,POMDP
1,65,34,34,11,0.007201602474860651,2,POMDP
1,66,33,33,10,0.006157370116005856,2,POMDP
1,67,33,33,10,0.005849501610205562,2,POMDP
1,68,34,34,11,0.00617447392188365,2,POMDP
1,69,34,34,11,0.005865750225789467,2,POMDP
1,70,32,32,9,0.004457970171599995,2,POMDP
1,71,33,33,10,0.004764455620897494,2,POMDP
1,72,33,33,10,0.004526232839852619,2,POMDP
1,73,33,33,10,0.004299921197859988,2,POMDP
1,74,33,33,10,0.004084925137966988,2,POMDP
1,75,33,33,10,0.0038806788810686384,2,POMDP
1,76,34,34,11,0.004096272152239119,2,POMDP
1,77,34,34,11,0.0038914585446271624,2,POMDP
1,78,34,34,11,0.003696885617395804,2,POMDP
1,79,34,34,11,0.003512041336526014,2,POMDP
1,80,33,33,10,0.0030027953427297417,2,POMDP
1,81,33,33,10,0.0028526555755932544,2,POMDP
1,82,34,34,11,0.003011136440903991,2,POMDP
1,83,34,34,11,0.0028605796188587913,2,POMDP
1,84,35,35,12,0.0029893057017074363,2,POMDP
1,85,32,32,9,0.002065338484816047,2,POMDP
1,86,33,33,10,0.00220733050564715,2,POMDP
1,87,33,33,10,0.0020969639803647923,2,POMDP
1,88,35,35,12,0.0024348081772013423,2,POMDP
1,89,33,33,10,0.001892509992279225,2,POMDP
1,90,33,33,10,0.0017978844926652636,2,POMDP
1,91,35,35,12,0.002087543660928,2,POMDP
1,92,33,33,10,0.0016225907546304004,2,POMDP
1,93,32,32,9,0.0013701877483545603,2,POMDP
1,94,33,33,10,0.0014643881560539361,2,POMDP
1,95,33,33,10,0.001391168748251239,2,POMDP
1,96,33,33,10,0.0013216103108386773,2,POMDP
1,97,33,33,10,0.0012555297952967432,2,POMDP
1,98,33,33,10,0.001192753305531906,2,POMDP
1,99,35,35,12,0.001384919115867602,2,POMDP
1,1,9,9,1,0,3,POMDP
1,2,13,13,1,0,3,POMDP
1,3,20,20,1,0,3,POMDP
1,4,28,28,5,0.06581868686868686,3,POMDP
1,5,34,34,11,0.15631938131313128,3,POMDP
1,6,33,33,10,0.13365307102272725,3,POMDP
1,7,34,34,11,0.14107824163510096,3,POMDP
1,8,33,33,10,0.12062189659801133,3,POMDP
1,9,33,33,10,0.11459080176811075,3,POMDP
1,10,31,31,8,0.08466987019532629,3,POMDP
1,11,33,33,10,0.10341819859571995,3,POMDP
1,12,32,32,9,0.08733092325860795,3,POMDP
1,13,33,33,10,0.09333492423263724,3,POMDP
1,14,33,33,10,0.08866817802100538,3,POMDP
1,15,34,34,11,0.09359418791106124,3,POMDP
1,16,32,32,9,0.07113158281240653,3,POMDP
1,17,34,34,11,0.08446875458973276,3,POMDP
1,18,34,34,11,0.08024531686024611,3,POMDP
1,19,35,35,12,0.08385635611895717,3,POMDP
1,20,35,35,12,0.07966353831300932,3,POMDP
1,21,33,33,10,0.06192029568874815,3,POMDP
1,22,33,33,10,0.05882428090431073,3,POMDP
1,23,34,34,11,0.06209229651010578,3,POMDP
1,24,33,33,10,0.05308891351614044,3,POMDP
1,25,32,32,9,0.04483063808029637,3,POMDP
1,26,32,32,9,0.042589106176281546,3,POMDP
1,27,33,33,10,0.045517107225900896,3,POMDP
1,28,35,35,12,0.05285041894562937,3,POMDP
1,29,34,34,11,0.045643543634861734,3,POMDP
1,30,34,34,11,0.043361366453118645,3,POMDP
1,31,33,33,10,0.03707396831741643,3,POMDP
1,32,34,34,11,0.039133633223939576,3,POMDP
1,33,31,31,8,0.026023866093919816,3,POMDP
1,34,31,31,8,0.024722672789223823,3,POMDP
1,35,33,33,10,0.030196978906837667,3,POMDP
1,36,33,33,10,0.02868712996149578,3,POMDP
1,37,32,32,9,0.024224687523040883,3,POMDP
1,38,33,33,10,0.02589013479024994,3,POMDP
1,39,34,34,11,0.027328475611930494,3,POMDP
1,40,34,34,11,0.025962051831333967,3,POMDP
1,41,31,31,8,0.017264764467837087,3,POMDP
1,42,33,33,10,0.02108767660000101,3,POMDP
1,43,34,34,11,0.02225921418888996,3,POMDP
1,44,34,34,11,0.02114625347944546,3,POMDP
1,45,35,35,12,0.0220978348860205,3,POMDP
1,46,34,34,11,0.019084493765199523,3,POMDP
1,47,33,33,10,0.016317242169245592,3,POMDP
1,48,33,33,10,0.01550138006078331,3,POMDP
1,49,33,33,10,0.014726311057744145,3,POMDP
1,50,34,34,11,0.015544439449841043,3,POMDP
1,51,34,34,11,0.01476721747734899,3,POMDP
1,52,34,34,11,0.014028856603481538,3,POMDP
1,53,32,32,9,0.01066193101864597,3,POMDP
1,54,34,34,11,0.012661043084642089,3,POMDP
1,55,33,33,10,0.010825191837368985,3,POMDP
1,56,33,33,10,0.010283932245500534,3,POMDP
1,57,33,33,10,0.009769735633225507,3,POMDP
1,58,31,31,8,0.0072187491067721805,3,POMDP
1,59,34,34,11,0.009796873787762244,3,POMDP
1,60,34,34,11,0.009307030098374131,3,POMDP
1,61,32,32,9,0.00707334287476434,3,POMDP
1,62,34,34,11,0.008399594663782654,3,POMDP
1,63,32,32,9,0.0063836919444748156,3,POMDP
1,64,32,32,9,0.0060645073472510745,3,POMDP
1,65,34,34,11,0.007201602474860651,3,POMDP
1,66,32,32,9,0.0054732178808940945,3,POMDP
1,67,33,33,10,0.005849501610205562,3,POMDP
1,68,33,33,10,0.005557026529695285,3,POMDP
1,69,33,33,10,0.00527917520321052,3,POMDP
1,70,32,32,9,0.004457970171599995,3,POMDP
1,71,33,33,10,0.004764455620897494,3,POMDP
1,72,33,33,10,0.004526232839852619,3,POMDP
1,73,34,34,11,0.004777690219844432,3,POMDP
1,74,32,32,9,0.0036310445670817678,3,POMDP
1,75,33,33,10,0.0038806788810686384,3,POMDP
1,76,34,34,11,0.004096272152239119,3,POMDP
1,77,35,35,12,0.004280604399089879,3,POMDP
1,78,33,33,10,0.0033271970556562236,3,POMDP
1,79,35,35,12,0.003863245470178615,3,POMDP
1,80,31,31,8,0.0023355074887897996,3,POMDP
1,81,34,34,11,0.003169617306214727,3,POMDP
1,82,33,33,10,0.0027100227968135915,3,POMDP
1,83,34,34,11,0.0028605796188587913,3,POMDP
1,84,34,34,11,0.0027175506379158517,3,POMDP
1,85,34,34,11,0.0025816731060200587,3,POMDP
1,86,33,33,10,0.00220733050564715,3,POMDP
1,87,34,34,11,0.0023299599781831026,3,POMDP
1,88,34,34,11,0.0022134619792739474,3,POMDP
1,89,35,35,12,0.002313067768341275,3,POMDP
1,90,32,32,9,0.00159811954903579,3,POMDP
1,91,33,33,10,0.0017079902680320002,3,POMDP
1,92,33,33,10,0.0016225907546304004,3,POMDP
1,93,34,34,11,0.0017127346854432003,3,POMDP
1,94,33,33,10,0.0014643881560539361,3,POMDP
1,95,32,32,9,0.0012365944428899905,3,POMDP
1,96,33,33,10,0.0013216103108386773,3,POMDP
1,97,33,33,10,0.0012555297952967432,3,POMDP
1,98,33,33,10,0.001192753305531906,3,POMDP
1,99,34,34,11,0.0012590173780614564,3,POMDP
1,1,9,9,1,0,4,POMDP
1,2,14,14,1,0,4,POMDP
1,3,21,21,1,0,4,POMDP
1,4,31,31,8,0.11518270202020202,4,POMDP
1,5,35,35,12,0.17195131944444442,4,POMDP
1,6,32,32,9,0.11880272979797978,4,POMDP
1,7,31,31,8,0.09875476914457068,4,POMDP
1,8,35,35,12,0.1474267625086805,4,POMDP
1,9,34,34,11,0.12732311307567862,4,POMDP
1,10,33,33,10,0.10886126167970521,4,POMDP
1,11,34,34,11,0.11490910955079994,4,POMDP
1,12,33,33,10,0.09824728866593394,4,POMDP
1,13,32,32,9,0.08296437709567756,4,POMDP
1,14,33,33,10,0.08866817802100538,4,POMDP
1,15,33,33,10,0.0842347691199551,4,POMDP
1,16,34,34,11,0.08891447851550817,4,POMDP
1,17,34,34,11,0.08446875458973276,4,POMDP
1,18,34,34,11,0.08024531686024611,4,POMDP
1,19,32,32,9,0.060986440813787034,4,POMDP
1,20,34,34,11,0.0724213984663721,4,POMDP
1,21,33,33,10,0.06192029568874815,4,POMDP
1,22,33,33,10,0.05882428090431073,4,POMDP
1,23,33,33,10,0.0558830668590952,4,POMDP
1,24,34,34,11,0.05898768168460049,4,POMDP
1,25,35,35,12,0.06164212736040751,4,POMDP
1,26,33,33,10,0.04791274444831674,4,POMDP
1,27,37,37,14,0.06574693265963463,4,POMDP
1,28,33,33,10,0.04324125186460585,4,POMDP
1,29,33,33,10,0.041079189271375556,4,POMDP
1,30,33,33,10,0.039025229807806774,4,POMDP
1,31,30,30,7,0.024715978878277624,4,POMDP
1,32,33,33,10,0.035220269901545614,4,POMDP
1,33,33,33,10,0.03345925640646833,4,POMDP
1,34,34,34,11,0.03531810398460546,4,POMDP
1,35,32,32,9,0.02684175902830015,4,POMDP
1,36,32,32,9,0.02549967107688514,4,POMDP
1,37,33,33,10,0.027252773463420994,4,POMDP
1,38,33,33,10,0.02589013479024994,4,POMDP
1,39,34,34,11,0.027328475611930494,4,POMDP
1,40,34,34,11,0.025962051831333967,4,POMDP
1,41,33,33,10,0.022197554315790537,4,POMDP
1,42,34,34,11,0.023430751777778903,4,POMDP
1,43,35,35,12,0.024485135607778954,4,POMDP
1,44,33,33,10,0.019031628131500913,4,POMDP
1,45,34,34,11,0.020088940805473184,4,POMDP
1,46,33,33,10,0.01717604438867957,4,POMDP
1,47,34,34,11,0.01813026907693955,4,POMDP
1,48,33,33,10,0.01550138006078331,4,POMDP
1,49,34,34,11,0.01636256784193794,4,POMDP
1,50,32,32,9,0.012435551559872833,4,POMDP
1,51,33,33,10,0.013290495729614089,4,POMDP
1,52,34,34,11,0.014028856603481538,4,POMDP
1,53,33,33,10,0.011994672395976716,4,POMDP
1,54,34,34,11,0.012661043084642089,4,POMDP
1,55,33,33,10,0.010825191837368985,4,POMDP
1,56,32,32,9,0.009141273107111585,4,POMDP
1,57,31,31,8,0.007598683270286506,4,POMDP
1,58,32,32,9,0.008249998979168205,4,POMDP
1,59,34,34,11,0.009796873787762244,4,POMDP
1,60,33,33,10,0.008376327088536717,4,POMDP
1,61,34,34,11,0.008841678593455424,4,POMDP
1,62,34,34,11,0.008399594663782654,4,POMDP
1,63,33,33,10,0.0071816534375341665,4,POMDP
1,64,34,34,11,0.007580634184063843,4,POMDP
1,65,34,34,11,0.007201602474860651,4,POMDP
1,66,36,36,13,0.00820982682134114,4,POMDP
1,67,33,33,10,0.005849501610205562,4,POMDP
1,68,34,34,11,0.00617447392188365,4,POMDP
1,69,35,35,12,0.006452325248368414,4,POMDP
1,70,33,33,10,0.005015216443049994,4,POMDP
1,71,34,34,11,0.005293839578774994,4,POMDP
1,72,34,34,11,0.0050291475998362435,4,POMDP
1,73,32,32,9,0.003822152175875545,4,POMDP
1,74,33,33,10,0.004084925137966988,4,POMDP
1,75,34,34,11,0.004311865423409599,4,POMDP
1,76,34,34,11,0.004096272152239119,4,POMDP
1,77,34,34,11,0.0038914585446271624,4,POMDP
1,78,33,33,10,0.0033271970556562236,4,POMDP
1,79,34,34,11,0.003512041336526014,4,POMDP
1,80,32,32,9,0.0026691514157597706,4,POMDP
1,81,32,32,9,0.0025356938449717817,4,POMDP
1,82,33,33,10,0.0027100227968135915,4,POMDP
1,83,33,33,10,0.002574521656972912,4,POMDP
1,84,32,32,9,0.002174040510332681,4,POMDP
1,85,35,35,12,0.0028398404166220643,4,POMDP
1,86,34,34,11,0.0024525894507190556,4,POMDP
1,87,34,34,11,0.0023299599781831026,4,POMDP
1,88,33,33,10,0.0019921157813465526,4,POMDP
1,89,33,33,10,0.001892509992279225,4,POMDP
1,90,33,33,10,0.0017978844926652636,4,POMDP
1,91,34,34,11,0.0018977669644800004,4,POMDP
1,92,32,32,9,0.0014423028930048004,4,POMDP
1,93,35,35,12,0.0018840081539875204,4,POMDP
1,94,33,33,10,0.0014643881560539361,4,POMDP
1,95,33,33,10,0.001391168748251239,4,POMDP
1,96,34,34,11,0.0014684559009318636,4,POMDP
1,97,33,33,10,0.0012555297952967432,4,POMDP
1,98,35,35,12,0.0014578095956501074,4,POMDP
1,99,35,35,12,0.001384919115867602,4,POMDP
1,1,9,9,1,0,5,POMDP
1,2,13,13,1,0,5,POMDP
1,3,18,18,1,0,5,POMDP
1,4,26,26,3,0.03290934343434343,5,POMDP
1,5,32,32,9,0.12505550505050503,5,POMDP
1,6,33,33,10,0.13365307102272725,5,POMDP
1,7,35,35,12,0.15518606579861105,5,POMDP
1,8,34,34,11,0.13402432955334592,5,POMDP
1,9,35,35,12,0.14005542438324647,5,POMDP
1,10,31,31,8,0.08466987019532629,5,POMDP
1,11,34,34,11,0.11490910955079994,5,POMDP
1,12,31,31,8,0.07641455785128197,5,POMDP
1,13,33,33,10,0.09333492423263724,5,POMDP
1,14,33,33,10,0.08866817802100538,5,POMDP
1,15,33,33,10,0.0842347691199551,5,POMDP
1,16,34,34,11,0.08891447851550817,5,POMDP
1,17,34,34,11,0.08446875458973276,5,POMDP
1,18,32,32,9,0.06419625348819688,5,POMDP
1,19,34,34,11,0.0762330510172338,5,POMDP
1,20,33,33,10,0.06517925861973489,5,POMDP
1,21,33,33,10,0.06192029568874815,5,POMDP
1,22,34,34,11,0.06536031211590082,5,POMDP
1,23,33,33,10,0.0558830668590952,5,POMDP
1,24,33,33,10,0.05308891351614044,5,POMDP
1,25,32,32,9,0.04483063808029637,5,POMDP
1,26,35,35,12,0.05856002099238712,5,POMDP
1,27,34,34,11,0.050574563584334334,5,POMDP
1,28,32,32,9,0.03843666832409409,5,POMDP
1,29,34,34,11,0.045643543634861734,5,POMDP
1,30,33,33,10,0.039025229807806774,5,POMDP
1,31,32,32,9,0.032954638504370165,5,POMDP
1,32,34,34,11,0.039133633223939576,5,POMDP
1,33,33,33,10,0.03345925640646833,5,POMDP
1,34,33,33,10,0.03178629358614491,5,POMDP
1,35,33,33,10,0.030196978906837667,5,POMDP
1,36,32,32,9,0.02549967107688514,5,POMDP
1,37,34,34,11,0.030280859403801104,5,POMDP
1,38,33,33,10,0.02589013479024994,5,POMDP
1,39,33,33,10,0.02459562805073744,5,POMDP
1,40,33,33,10,0.02336584664820057,5,POMDP
1,41,34,34,11,0.024663949239767266,5,POMDP
1,42,33,33,10,0.02108767660000101,5,POMDP
1,43,32,32,9,0.017807371351111965,5,POMDP
1,44,32,32,9,0.016917002783556366,5,POMDP
1,45,35,35,12,0.0220978348860205,5,POMDP
1,46,32,32,9,0.015267595012159619,5,POMDP
1,47,34,34,11,0.01813026907693955,5,POMDP
1,48,33,33,10,0.01550138006078331,5,POMDP
1,49,34,34,11,0.01636256784193794,5,POMDP
1,50,33,33,10,0.013989995504856937,5,POMDP
1,51,32,32,9,0.011813773981879192,5,POMDP
1,52,34,34,11,0.014028856603481538,5,POMDP
1,53,33,33,10,0.011994672395976716,5,POMDP
1,54,33,33,10,0.011394938776177877,5,POMDP
1,55,32,32,9,0.009622392744327987,5,POMDP
1,56,33,33,10,0.010283932245500534,5,POMDP
1,57,32,32,9,0.008684209451756006,5,POMDP
1,58,33,33,10,0.009281248851564231,5,POMDP
1,59,34,34,11,0.009796873787762244,5,POMDP
1,60,32,32,9,0.007445624078699305,5,POMDP
1,61,32,32,9,0.00707334287476434,5,POMDP
1,62,33,33,10,0.007559635197404387,5,POMDP
1,63,34,34,11,0.00797961493059352,5,POMDP
1,64,31,31,8,0.0053064439288446905,5,POMDP
1,65,35,35,12,0.007921762722346716,5,POMDP
1,66,34,34,11,0.0068415223511176185,5,POMDP
1,67,33,33,10,0.005849501610205562,5,POMDP
1,68,33,33,10,0.005557026529695285,5,POMDP
1,69,34,34,11,0.005865750225789467,5,POMDP
1,70,31,31,8,0.0039007239001499954,5,POMDP
1,71,33,33,10,0.004764455620897494,5,POMDP
1,72,32,32,9,0.004023318079868995,5,POMDP
1,73,34,34,11,0.004777690219844432,5,POMDP
1,74,33,33,10,0.004084925137966988,5,POMDP
1,75,34,34,11,0.004311865423409599,5,POMDP
1,76,33,33,10,0.0036866449370152065,5,POMDP
1,77,32,32,9,0.0031131668357017297,5,POMDP
1,78,35,35,12,0.004066574179135384,5,POMDP
1,79,33,33,10,0.003160837202873412,5,POMDP
1,80,34,34,11,0.0033364392696997136,5,POMDP
1,81,33,33,10,0.0028526555755932544,5,POMDP
1,82,33,33,10,0.0027100227968135915,5,POMDP
1,83,33,33,10,0.002574521656972912,5,POMDP
1,84,32,32,9,0.002174040510332681,5,POMDP
1,85,32,32,9,0.002065338484816047,5,POMDP
1,86,34,34,11,0.0024525894507190556,5,POMDP
1,87,34,34,11,0.0023299599781831026,5,POMDP
1,88,33,33,10,0.0019921157813465526,5,POMDP
1,89,32,32,9,0.0016822311042482,5,POMDP
1,90,34,34,11,0.0019976494362947375,5,POMDP
1,91,33,33,10,0.0017079902680320002,5,POMDP
1,92,33,33,10,0.0016225907546304004,5,POMDP
1,93,33,33,10,0.0015414612168988802,5,POMDP
1,94,34,34,11,0.0016270979511710402,5,POMDP
1,95,34,34,11,0.0015457430536124882,5,POMDP
1,96,33,33,10,0.0013216103108386773,5,POMDP
1,97,35,35,12,0.0015345364164737975,5,POMDP
1,98,34,34,11,0.0013252814505910068,5,POMDP
1,99,33,33,10,0.0011331156402553107,5,POMDP
1,1,9,9,1,0,6,POMDP
1,2,15,15,1,0,6,POMDP
1,3,22,22,1,0,6,POMDP
1,4,31,31,8,0.11518270202020202,6,POMDP
1,5,34,34,11,0.15631938131313128,6,POMDP
1,6,33,33,10,0.13365307102272725,6,POMDP
1,7,34,34,11,0.14107824163510096,6,POMDP
1,8,34,34,11,0.13402432955334592,6,POMDP
1,9,32,32,9,0.10185849046054289,6,POMDP
1,10,32,32,9,0.09676556593751576,6,POMDP
1,11,33,33,10,0.10341819859571995,6,POMDP
1,12,35,35,12,0.12008001948058593,6,POMDP
1,13,35,35,12,0.11407601850655663,6,POMDP
1,14,35,35,12,0.1083722175812288,6,POMDP
1,15,33,33,10,0.0842347691199551,6,POMDP
1,16,30,30,7,0.0533486871093049,6,POMDP
1,17,34,34,11,0.08446875458973276,6,POMDP
1,18,32,32,9,0.06419625348819688,6,POMDP
1,19,35,35,12,0.08385635611895717,6,POMDP
1,20,34,34,11,0.0724213984663721,6,POMDP
1,21,32,32,9,0.055040262834442806,6,POMDP
1,22,33,33,10,0.05882428090431073,6,POMDP
1,23,32,32,9,0.049673837208084624,6,POMDP
1,24,34,34,11,0.05898768168460049,6,POMDP
1,25,32,32,9,0.04483063808029637,6,POMDP
1,26,33,33,10,0.04791274444831674,6,POMDP
1,27,34,34,11,0.050574563584334334,6,POMDP
1,28,34,34,11,0.048045835405117615,6,POMDP
1,29,34,34,11,0.045643543634861734,6,POMDP
1,30,34,34,11,0.043361366453118645,6,POMDP
1,31,33,33,10,0.03707396831741643,6,POMDP
1,32,32,32,9,0.03130690657915166,6,POMDP
1,33,35,35,12,0.04089464671901685,6,POMDP
1,34,32,32,9,0.02825448318768437,6,POMDP
1,35,35,35,12,0.03690741866391271,6,POMDP
1,36,34,34,11,0.03187458884610642,6,POMDP
1,37,34,34,11,0.030280859403801104,6,POMDP
1,38,34,34,11,0.028766816433611047,6,POMDP
1,39,33,33,10,0.02459562805073744,6,POMDP
1,40,33,33,10,0.02336584664820057,6,POMDP
1,41,32,32,9,0.019731159391813812,6,POMDP
1,42,34,34,11,0.023430751777778903,6,POMDP
1,43,33,33,10,0.02003329277000096,6,POMDP
