scenario,time,state,obs,action,value,rep,method
2,53,37,37,14,0.0173256379052997,77,POMDP
2,54,36,36,13,0.015193251701570504,77,POMDP
2,55,38,38,15,0.01683918730257398,77,POMDP
2,56,32,32,9,0.009141273107111585,77,POMDP
2,57,37,37,14,0.014111840359103511,77,POMDP
2,58,39,39,16,0.015468748085940384,77,POMDP
2,59,30,30,7,0.005878124272657346,77,POMDP
2,60,21,21,1,0,77,POMDP
2,61,27,27,4,0.0026525035780366273,77,POMDP
2,62,31,31,8,0.0058797162646478576,77,POMDP
2,63,36,36,13,0.009575537916712222,77,POMDP
2,64,28,28,5,0.0030322536736255372,77,POMDP
2,65,34,34,11,0.007201602474860651,77,POMDP
2,66,37,37,14,0.008893979056452903,77,POMDP
2,67,37,37,14,0.008449280103630257,77,POMDP
2,68,34,34,11,0.00617447392188365,77,POMDP
2,69,36,36,13,0.00703890027094736,77,POMDP
2,70,37,37,14,0.007244201528849991,77,POMDP
2,71,37,37,14,0.006881991452407492,77,POMDP
2,72,31,31,8,0.0035204033198853704,77,POMDP
2,73,31,31,8,0.0033443831538911024,77,POMDP
2,74,30,30,7,0.0027232834253113256,77,POMDP
2,75,28,28,5,0.0017247461693638395,77,POMDP
2,76,28,28,5,0.0016385088608956474,77,POMDP
2,77,30,30,7,0.002334875126776297,77,POMDP
2,78,29,29,6,0.001848442808697902,77,POMDP
2,79,28,28,5,0.0014048165346104056,77,POMDP
2,80,38,38,15,0.004671014977579599,77,POMDP
2,81,37,37,14,0.0041205024980791455,77,POMDP
2,82,40,40,17,0.004817818305446385,77,POMDP
2,83,33,33,10,0.002574521656972912,77,POMDP
2,84,32,32,9,0.002174040510332681,77,POMDP
2,85,30,30,7,0.001549003863612035,77,POMDP
2,86,34,34,11,0.0024525894507190556,77,POMDP
2,87,31,31,8,0.001630971984728172,77,POMDP
2,88,38,38,15,0.0030988467709835267,77,POMDP
2,89,32,32,9,0.0016822311042482,77,POMDP
2,90,40,40,17,0.00319623909807158,77,POMDP
2,91,39,39,16,0.0028466504467200004,77,POMDP
2,92,37,37,14,0.0023437422011328007,77,POMDP
2,93,30,30,7,0.0010276408112659201,77,POMDP
2,94,33,33,10,0.0014643881560539361,77,POMDP
2,95,31,31,8,0.0010820201375287418,77,POMDP
2,96,31,31,8,0.0010279191306523047,77,POMDP
2,97,33,33,10,0.0012555297952967432,77,POMDP
2,98,30,30,7,7.95168870354604e-4,77,POMDP
2,99,31,31,8,8.813121646430195e-4,77,POMDP
2,1,9,9,1,0,78,POMDP
2,2,11,11,1,0,78,POMDP
2,3,21,21,1,0,78,POMDP
2,4,24,24,1,0,78,POMDP
2,5,39,39,16,0.23447907196969692,78,POMDP
2,6,37,37,14,0.19305443592171714,78,POMDP
2,7,33,33,10,0.12697041747159085,78,POMDP
2,8,29,29,6,0.06701216477667296,78,POMDP
2,9,28,28,5,0.050929245230271446,78,POMDP
2,10,25,25,2,0.01209569574218947,78,POMDP
2,11,39,39,16,0.1723636643261999,78,POMDP
2,12,41,41,18,0.1855782119245419,78,POMDP
2,13,40,40,17,0.1659287541913551,78,POMDP
2,14,34,34,11,0.0985201978011171,78,POMDP
2,15,39,39,16,0.14039128186659183,78,POMDP
2,16,31,31,8,0.06224013496085572,78,POMDP
2,17,25,25,2,0.008446875458973276,78,POMDP
2,18,39,39,16,0.12036797529036915,78,POMDP
2,19,28,28,5,0.030493220406893517,78,POMDP
2,20,25,25,2,0.007242139846637211,78,POMDP
2,21,39,39,16,0.10320049281458026,78,POMDP
2,22,38,38,15,0.09150443696226115,78,POMDP
2,23,42,42,19,0.1117661337181904,78,POMDP
2,24,35,35,12,0.06488644985306054,78,POMDP
2,25,35,35,12,0.06164212736040751,78,POMDP
2,26,35,35,12,0.05856002099238712,78,POMDP
2,27,33,33,10,0.045517107225900896,78,POMDP
2,28,30,30,7,0.028827501243070566,78,POMDP
2,29,32,32,9,0.036514834907889385,78,POMDP
2,30,32,32,9,0.03468909316249492,78,POMDP
2,31,32,32,9,0.032954638504370165,78,POMDP
2,32,40,40,17,0.06261381315830332,78,POMDP
2,33,35,35,12,0.04089464671901685,78,POMDP
2,34,35,35,12,0.038849914383066,78,POMDP
2,35,42,42,19,0.060393957813675334,78,POMDP
2,36,33,33,10,0.02868712996149578,78,POMDP
2,37,31,31,8,0.021196601582660773,78,POMDP
2,38,35,35,12,0.03164349807697215,78,POMDP
2,39,32,32,9,0.021862780489544393,78,POMDP
2,40,37,37,14,0.03375066738073416,78,POMDP
2,41,35,35,12,0.027130344163743995,78,POMDP
2,42,36,36,13,0.028116902133334683,78,POMDP
2,43,36,36,13,0.02671105702666795,78,POMDP
2,44,32,32,9,0.016917002783556366,78,POMDP
2,45,36,36,13,0.024106728966567816,78,POMDP
2,46,26,26,3,0.0038168987530399047,78,POMDP
2,47,34,34,11,0.01813026907693955,78,POMDP
2,48,31,31,8,0.012056628936164798,78,POMDP
2,49,27,27,4,0.004908770352581381,78,POMDP
2,50,31,31,8,0.01088110761488873,78,POMDP
2,51,38,38,15,0.020674104468288587,78,POMDP
2,52,25,25,2,0.0014028856603481537,78,POMDP
2,53,30,30,7,0.007996448263984476,78,POMDP
2,54,25,25,2,0.0012661043084642087,78,POMDP
2,55,37,37,14,0.01563638820953298,78,POMDP
2,56,29,29,6,0.005713295691944741,78,POMDP
2,57,33,33,10,0.009769735633225507,78,POMDP
2,58,37,37,14,0.013406248341148334,78,POMDP
2,59,37,37,14,0.012735935924090917,78,POMDP
2,60,29,29,6,0.0046535150491870654,78,POMDP
2,61,23,23,1,0,78,POMDP
2,62,38,38,15,0.011759432529295715,78,POMDP
2,63,32,32,9,0.0063836919444748156,78,POMDP
2,64,30,30,7,0.004548380510438306,78,POMDP
2,65,28,28,5,0.0028806409899442605,78,POMDP
2,66,35,35,12,0.00752567458622938,78,POMDP
2,67,37,37,14,0.008449280103630257,78,POMDP
2,68,29,29,6,0.003087236960941825,78,POMDP
2,69,31,31,8,0.0041060251580526275,78,POMDP
2,70,35,35,12,0.006129708985949993,78,POMDP
2,71,31,31,8,0.0037056877051424957,78,POMDP
2,72,39,39,16,0.007543721399754365,78,POMDP
2,73,26,26,3,9.555380439688863e-4,78,POMDP
2,74,36,36,13,0.005446566850622651,78,POMDP
2,75,27,27,4,0.0012935596270228795,78,POMDP
2,76,31,31,8,0.002867390506567383,78,POMDP
2,77,29,29,6,0.0019457292723135812,78,POMDP
2,78,28,28,5,0.0014787542469583217,78,POMDP
2,79,40,40,17,0.005619266138441622,78,POMDP
2,80,21,21,1,0,78,POMDP
2,81,28,28,5,0.0012678469224858908,78,POMDP
2,82,39,39,16,0.004516704661355986,78,POMDP
2,83,34,34,11,0.0028605796188587913,78,POMDP
2,84,27,27,4,8.152651913747554e-4,78,POMDP
2,85,33,33,10,0.0023235057954180526,78,POMDP
2,86,29,29,6,0.0012262947253595278,78,POMDP
2,87,30,30,7,0.0013979759869098614,78,POMDP
2,88,39,39,16,0.003320192968910921,78,POMDP
2,89,35,35,12,0.002313067768341275,78,POMDP
2,90,22,22,1,0,78,POMDP
2,91,29,29,6,9.488834822400002e-4,78,POMDP
2,92,25,25,2,1.8028786162560005e-4,78,POMDP
2,93,26,26,3,3.425469370886401e-4,78,POMDP
2,94,36,36,13,0.001952517541405248,78,POMDP
2,95,31,31,8,0.0010820201375287418,78,POMDP
2,96,28,28,5,5.873823603727454e-4,78,POMDP
2,97,38,38,15,0.0019530463482393787,78,POMDP
2,98,38,38,15,0.0018553940308274096,78,POMDP
2,99,30,30,7,7.554104268368738e-4,78,POMDP
2,1,9,9,1,0,79,POMDP
2,2,13,13,1,0,79,POMDP
2,3,25,25,2,0.01732070707070707,79,POMDP
2,4,36,36,13,0.19745606060606058,79,POMDP
2,5,31,31,8,0.1094235669191919,79,POMDP
2,6,38,38,15,0.20790477714646463,79,POMDP
2,7,41,41,18,0.23983301077967165,79,POMDP
2,8,25,25,2,0.013402432955334592,79,POMDP
2,9,31,31,8,0.08912617915297504,79,POMDP
2,10,34,34,11,0.12095695742189469,79,POMDP
2,11,36,36,13,0.13789093146095993,79,POMDP
2,12,36,36,13,0.13099638488791193,79,POMDP
2,13,36,36,13,0.12444656564351632,79,POMDP
2,14,36,36,13,0.1182242373613405,79,POMDP
2,15,30,30,7,0.05615651274663674,79,POMDP
2,16,30,30,7,0.0533486871093049,79,POMDP
2,17,40,40,17,0.1351500073435724,79,POMDP
2,18,28,28,5,0.03209812674409844,79,POMDP
2,19,29,29,6,0.0381165255086169,79,POMDP
2,20,28,28,5,0.028968559386548843,79,POMDP
2,21,32,32,9,0.055040262834442806,79,POMDP
2,22,33,33,10,0.05882428090431073,79,POMDP
2,23,30,30,7,0.03725537790606347,79,POMDP
2,24,37,37,14,0.07668398618998064,79,POMDP
2,25,34,34,11,0.05603829760037046,79,POMDP
2,26,39,39,16,0.07985457408052789,79,POMDP
2,27,34,34,11,0.050574563584334334,79,POMDP
2,28,36,36,13,0.05765500248614113,79,POMDP
2,29,32,32,9,0.036514834907889385,79,POMDP
2,30,26,26,3,0.00867227329062373,79,POMDP
2,31,30,30,7,0.024715978878277624,79,POMDP
2,32,32,32,9,0.03130690657915166,79,POMDP
2,33,42,42,19,0.06691851281293666,79,POMDP
2,34,34,34,11,0.03531810398460546,79,POMDP
2,35,41,41,18,0.05703873793513782,79,POMDP
2,36,30,30,7,0.019124753307663854,79,POMDP
2,37,36,36,13,0.036337031284561325,79,POMDP
2,38,35,35,12,0.03164349807697215,79,POMDP
2,39,42,42,19,0.04919125610147488,79,POMDP
2,40,28,28,5,0.010384820732533587,79,POMDP
2,41,33,33,10,0.022197554315790537,79,POMDP
2,42,39,39,16,0.03514612766666835,79,POMDP
2,43,27,27,4,0.006677764256666987,79,POMDP
2,44,38,38,15,0.029604754871223646,79,POMDP
2,45,42,42,19,0.03616009344985173,79,POMDP
2,46,33,33,10,0.01717604438867957,79,POMDP
2,47,38,38,15,0.02538237670771537,79,POMDP
2,48,39,39,16,0.02583563343463885,79,POMDP
2,49,37,37,14,0.02127133819451932,79,POMDP
2,50,32,32,9,0.012435551559872833,79,POMDP
2,51,38,38,15,0.020674104468288587,79,POMDP
2,52,35,35,12,0.015431742263829692,79,POMDP
2,53,31,31,8,0.009329189641315225,79,POMDP
2,54,32,32,9,0.01012883446771367,79,POMDP
2,55,34,34,11,0.012027990930409984,79,POMDP
2,56,29,29,6,0.005713295691944741,79,POMDP
2,57,41,41,18,0.018453945084981514,79,POMDP
2,58,30,30,7,0.006187499234376154,79,POMDP
2,59,33,33,10,0.00881718640898602,79,POMDP
2,60,33,33,10,0.008376327088536717,79,POMDP
2,61,36,36,13,0.01061001431214651,79,POMDP
2,62,33,33,10,0.007559635197404387,79,POMDP
2,63,40,40,17,0.012767383888949631,79,POMDP
2,64,30,30,7,0.004548380510438306,79,POMDP
2,65,32,32,9,0.005761281979888521,79,POMDP
2,66,37,37,14,0.008893979056452903,79,POMDP
2,67,30,30,7,0.0038996677401370414,79,POMDP
2,68,39,39,16,0.009261710882825474,79,POMDP
2,69,34,34,11,0.005865750225789467,79,POMDP
2,70,34,34,11,0.005572462714499993,79,POMDP
2,71,30,30,7,0.003176303747264996,79,POMDP
2,72,37,37,14,0.006537891879787116,79,POMDP
2,73,29,29,6,0.002388845109922216,79,POMDP
2,74,38,38,15,0.006354327992393094,79,POMDP
2,75,27,27,4,0.0012935596270228795,79,POMDP
2,76,32,32,9,0.003277017721791295,79,POMDP
2,77,30,30,7,0.002334875126776297,79,POMDP
2,78,28,28,5,0.0014787542469583217,79,POMDP
2,79,34,34,11,0.003512041336526014,79,POMDP
2,80,29,29,6,0.0016682196348498568,79,POMDP
2,81,28,28,5,0.0012678469224858908,79,POMDP
2,82,29,29,6,0.0015055682204519955,79,POMDP
2,83,31,31,8,0.002002405733201154,79,POMDP
2,84,36,36,13,0.0032610607654990215,79,POMDP
2,85,30,30,7,0.001549003863612035,79,POMDP
2,86,24,24,1,0,79,POMDP
2,87,40,40,17,0.0037279359650929642,79,POMDP
2,88,34,34,11,0.0022134619792739474,79,POMDP
2,89,39,39,16,0.003154183320465375,79,POMDP
2,90,41,41,18,0.003396004041701054,79,POMDP
2,91,27,27,4,5.69330089344e-4,79,POMDP
2,92,34,34,11,0.0018028786162560006,79,POMDP
2,93,35,35,12,0.0018840081539875204,79,POMDP
2,94,38,38,15,0.0022779371316394566,79,POMDP
2,95,33,33,10,0.001391168748251239,79,POMDP
2,96,28,28,5,5.873823603727454e-4,79,POMDP
2,97,41,41,18,0.0023715562800049597,79,POMDP
2,98,26,26,3,2.6505629011820133e-4,79,POMDP
2,99,35,35,12,0.001384919115867602,79,POMDP
2,1,9,9,1,0,80,POMDP
2,2,5,5,1,0,80,POMDP
2,3,1,1,4,0,80,POMDP
2,4,1,1,4,0,80,POMDP
2,5,1,1,4,0,80,POMDP
2,6,1,1,4,0,80,POMDP
2,7,1,1,4,0,80,POMDP
2,8,1,1,4,0,80,POMDP
2,9,1,1,4,0,80,POMDP
2,10,1,1,4,0,80,POMDP
2,11,1,1,4,0,80,POMDP
2,12,1,1,4,0,80,POMDP
2,13,1,1,4,0,80,POMDP
2,14,1,1,4,0,80,POMDP
2,15,1,1,4,0,80,POMDP
2,16,1,1,4,0,80,POMDP
2,17,1,1,4,0,80,POMDP
2,18,1,1,4,0,80,POMDP
2,19,1,1,4,0,80,POMDP
2,20,1,1,4,0,80,POMDP
2,21,1,1,4,0,80,POMDP
2,22,1,1,4,0,80,POMDP
2,23,1,1,4,0,80,POMDP
2,24,1,1,4,0,80,POMDP
2,25,1,1,4,0,80,POMDP
2,26,1,1,4,0,80,POMDP
2,27,1,1,4,0,80,POMDP
2,28,1,1,4,0,80,POMDP
2,29,1,1,4,0,80,POMDP
2,30,1,1,4,0,80,POMDP
2,31,1,1,4,0,80,POMDP
2,32,1,1,4,0,80,POMDP
2,33,1,1,4,0,80,POMDP
2,34,1,1,4,0,80,POMDP
2,35,1,1,4,0,80,POMDP
2,36,1,1,4,0,80,POMDP
2,37,1,1,4,0,80,POMDP
2,38,1,1,4,0,80,POMDP
2,39,1,1,4,0,80,POMDP
2,40,1,1,4,0,80,POMDP
2,41,1,1,4,0,80,POMDP
2,42,1,1,4,0,80,POMDP
2,43,1,1,4,0,80,POMDP
2,44,1,1,4,0,80,POMDP
2,45,1,1,4,0,80,POMDP
2,46,1,1,4,0,80,POMDP
2,47,1,1,4,0,80,POMDP
2,48,1,1,4,0,80,POMDP
2,49,1,1,4,0,80,POMDP
2,50,1,1,4,0,80,POMDP
2,51,1,1,4,0,80,POMDP
2,52,1,1,4,0,80,POMDP
2,53,1,1,4,0,80,POMDP
2,54,1,1,4,0,80,POMDP
2,55,1,1,4,0,80,POMDP
2,56,1,1,4,0,80,POMDP
2,57,1,1,4,0,80,POMDP
2,58,1,1,4,0,80,POMDP
2,59,1,1,4,0,80,POMDP
2,60,1,1,4,0,80,POMDP
2,61,1,1,4,0,80,POMDP
2,62,1,1,4,0,80,POMDP
2,63,1,1,4,0,80,POMDP
2,64,1,1,4,0,80,POMDP
2,65,1,1,4,0,80,POMDP
2,66,1,1,4,0,80,POMDP
2,67,1,1,4,0,80,POMDP
2,68,1,1,4,0,80,POMDP
2,69,1,1,4,0,80,POMDP
2,70,1,1,4,0,80,POMDP
2,71,1,1,4,0,80,POMDP
2,72,1,1,4,0,80,POMDP
2,73,1,1,4,0,80,POMDP
2,74,1,1,4,0,80,POMDP
2,75,1,1,4,0,80,POMDP
2,76,1,1,4,0,80,POMDP
2,77,1,1,4,0,80,POMDP
2,78,1,1,4,0,80,POMDP
2,79,1,1,4,0,80,POMDP
2,80,1,1,4,0,80,POMDP
2,81,1,1,4,0,80,POMDP
2,82,1,1,4,0,80,POMDP
2,83,1,1,4,0,80,POMDP
2,84,1,1,4,0,80,POMDP
2,85,1,1,4,0,80,POMDP
2,86,1,1,4,0,80,POMDP
2,87,1,1,4,0,80,POMDP
2,88,1,1,4,0,80,POMDP
2,89,1,1,4,0,80,POMDP
2,90,1,1,4,0,80,POMDP
2,91,1,1,4,0,80,POMDP
2,92,1,1,4,0,80,POMDP
2,93,1,1,4,0,80,POMDP
2,94,1,1,4,0,80,POMDP
2,95,1,1,4,0,80,POMDP
2,96,1,1,4,0,80,POMDP
2,97,1,1,4,0,80,POMDP
2,98,1,1,4,0,80,POMDP
2,99,1,1,4,0,80,POMDP
2,1,9,9,1,0,81,POMDP
2,2,16,16,1,0,81,POMDP
2,3,19,19,1,0,81,POMDP
2,4,30,30,7,0.09872803030303029,81,POMDP
2,5,37,37,14,0.20321519570707067,81,POMDP
2,6,32,32,9,0.11880272979797978,81,POMDP
2,7,37,37,14,0.18340171412563125,81,POMDP
2,8,30,30,7,0.08041459773200754,81,POMDP
2,9,40,40,17,0.20371698092108578,81,POMDP
2,10,24,24,1,0,81,POMDP
2,11,38,38,15,0.16087275337111992,81,POMDP
2,12,23,23,1,0,81,POMDP
2,13,41,41,18,0.1762993013283148,81,POMDP
2,14,30,30,7,0.05911211868067025,81,POMDP
2,15,34,34,11,0.09359418791106124,81,POMDP
2,16,31,31,8,0.06224013496085572,81,POMDP
2,17,37,37,14,0.10980938096665258,81,POMDP
2,18,40,40,17,0.12839250697639376,81,POMDP
2,19,35,35,12,0.08385635611895717,81,POMDP
2,20,35,35,12,0.07966353831300932,81,POMDP
2,21,34,34,11,0.06880032854305351,81,POMDP
2,22,38,38,15,0.09150443696226115,81,POMDP
2,23,26,26,3,0.012418459302021156,81,POMDP
2,24,36,36,13,0.07078521802152057,81,POMDP
2,25,30,30,7,0.033622978560222276,81,POMDP
2,26,32,32,9,0.042589106176281546,81,POMDP
2,27,42,42,19,0.09103421445180179,81,POMDP
2,28,28,28,5,0.019218334162047046,81,POMDP
2,29,39,39,16,0.06846531545229259,81,POMDP
2,30,27,27,4,0.013008409935935591,81,POMDP
2,31,34,34,11,0.041193298130462706,81,POMDP
2,32,33,33,10,0.035220269901545614,81,POMDP
2,33,42,42,19,0.06691851281293666,81,POMDP
2,34,40,40,17,0.05650896637536874,81,POMDP
2,35,38,38,15,0.04697307829952527,81,POMDP
2,36,34,34,11,0.03187458884610642,81,POMDP
2,37,34,34,11,0.030280859403801104,81,POMDP
2,38,36,36,13,0.034520179720333256,81,POMDP
2,39,21,21,1,0,81,POMDP
2,40,25,25,2,0.0025962051831333968,81,POMDP
2,41,35,35,12,0.027130344163743995,81,POMDP
2,42,37,37,14,0.030459977311112572,81,POMDP
2,43,33,33,10,0.02003329277000096,81,POMDP
2,44,29,29,6,0.01057312673972273,81,POMDP
2,45,40,40,17,0.03214230528875709,81,POMDP
2,46,34,34,11,0.019084493765199523,81,POMDP
2,47,32,32,9,0.014504215261551639,81,POMDP
2,48,29,29,6,0.008611877811546284,81,POMDP
2,49,32,32,9,0.013090054273550353,81,POMDP
2,50,33,33,10,0.013989995504856937,81,POMDP
2,51,31,31,8,0.010337052234144294,81,POMDP
2,52,34,34,11,0.014028856603481538,81,POMDP
2,53,33,33,10,0.011994672395976716,81,POMDP
2,54,37,37,14,0.016459356010034714,81,POMDP
2,55,28,28,5,0.004811196372163993,81,POMDP
2,56,35,35,12,0.012569250522278431,81,POMDP
2,57,30,30,7,0.006513157088817004,81,POMDP
2,58,33,33,10,0.009281248851564231,81,POMDP
2,59,25,25,2,9.796873787762245e-4,81,POMDP
2,60,32,32,9,0.007445624078699305,81,POMDP
2,61,26,26,3,0.001768335718691085,81,POMDP
2,62,42,42,19,0.015119270394808775,81,POMDP
2,63,41,41,18,0.013565345382008983,81,POMDP
2,64,35,35,12,0.008338697602470227,81,POMDP
2,65,27,27,4,0.002160480742458195,81,POMDP
2,66,31,31,8,0.0047890656457823325,81,POMDP
2,67,33,33,10,0.005849501610205562,81,POMDP
2,68,27,27,4,0.0018523421765650947,81,POMDP
2,69,31,31,8,0.0041060251580526275,81,POMDP
2,70,29,29,6,0.0027862313572499966,81,POMDP
2,71,29,29,6,0.002646919789387497,81,POMDP
2,72,36,36,13,0.006034977119803491,81,POMDP
2,73,35,35,12,0.005255459241828874,81,POMDP
2,74,38,38,15,0.006354327992393094,81,POMDP
2,75,36,36,13,0.005174238508091518,81,POMDP
2,76,31,31,8,0.002867390506567383,81,POMDP
2,77,39,39,16,0.005837187816940743,81,POMDP
2,78,35,35,12,0.004066574179135384,81,POMDP
2,79,37,37,14,0.004565653737483818,81,POMDP
2,80,30,30,7,0.002001863561819828,81,POMDP
2,81,32,32,9,0.0025356938449717817,81,POMDP
2,82,34,34,11,0.003011136440903991,81,POMDP
2,83,38,38,15,0.004004811466402308,81,POMDP
2,84,33,33,10,0.002445795574124266,81,POMDP
2,85,27,27,4,7.745019318060175e-4,81,POMDP
2,86,26,26,3,4.905178901438111e-4,81,POMDP
2,87,35,35,12,0.002562955976001413,81,POMDP
2,88,30,30,7,0.0013280771875643685,81,POMDP
2,89,33,33,10,0.001892509992279225,81,POMDP
2,90,29,29,6,9.988247181473688e-4,81,POMDP
2,91,30,30,7,0.001138660178688,81,POMDP
2,92,30,30,7,0.0010817271697536003,81,POMDP
2,93,34,34,11,0.0017127346854432003,81,POMDP
2,94,38,38,15,0.0022779371316394566,81,POMDP
2,95,43,43,20,0.0029369118018637273,81,POMDP
2,96,38,38,15,0.0020558382613046094,81,POMDP
2,97,37,37,14,0.0018135430376508515,81,POMDP
2,98,39,39,16,0.00198792217588651,81,POMDP
2,99,35,35,12,0.001384919115867602,81,POMDP
2,1,9,9,1,0,82,POMDP
2,2,6,6,1,0,82,POMDP
2,3,14,14,1,0,82,POMDP
2,4,17,17,1,0,82,POMDP
2,5,28,28,5,0.06252775252525251,82,POMDP
2,6,36,36,13,0.17820409469696966,82,POMDP
2,7,34,34,11,0.14107824163510096,82,POMDP
2,8,39,39,16,0.20103649433001888,82,POMDP
2,9,26,26,3,0.025464622615135723,82,POMDP
2,10,36,36,13,0.14514834890627362,82,POMDP
2,11,37,37,14,0.14938184241603994,82,POMDP
2,12,40,40,17,0.1746618465172159,82,POMDP
2,13,17,17,1,0,82,POMDP
2,14,20,20,1,0,82,POMDP
2,15,34,34,11,0.09359418791106124,82,POMDP
2,16,31,31,8,0.06224013496085572,82,POMDP
2,17,35,35,12,0.09291563004870602,82,POMDP
2,18,38,38,15,0.11234344360434456,82,POMDP
2,19,32,32,9,0.060986440813787034,82,POMDP
2,20,35,35,12,0.07966353831300932,82,POMDP
2,21,33,33,10,0.06192029568874815,82,POMDP
2,22,30,30,7,0.03921618726954049,82,POMDP
2,23,30,30,7,0.03725537790606347,82,POMDP
2,24,42,42,19,0.10617782703228087,82,POMDP
2,25,35,35,12,0.06164212736040751,82,POMDP
2,26,36,36,13,0.06388365926442231,82,POMDP
2,27,31,31,8,0.035402194509034035,82,POMDP
2,28,23,23,1,0,82,POMDP
2,29,37,37,14,0.05933660672532025,82,POMDP
2,30,32,32,9,0.03468909316249492,82,POMDP
2,31,33,33,10,0.03707396831741643,82,POMDP
2,32,33,33,10,0.035220269901545614,82,POMDP
2,33,30,30,7,0.022306170937645555,82,POMDP
2,34,31,31,8,0.024722672789223823,82,POMDP
2,35,25,25,2,0.0033552198785375188,82,POMDP
2,36,30,30,7,0.019124753307663854,82,POMDP
2,37,35,35,12,0.03330894534418121,82,POMDP
2,38,39,39,16,0.04315022465041657,82,POMDP
2,39,39,39,16,0.04099271341789573,82,POMDP
2,40,33,33,10,0.02336584664820057,82,POMDP
2,41,34,34,11,0.024663949239767266,82,POMDP
2,42,33,33,10,0.02108767660000101,82,POMDP
2,43,32,32,9,0.017807371351111965,82,POMDP
2,44,37,37,14,0.027490129523279096,82,POMDP
2,45,35,35,12,0.0220978348860205,82,POMDP
2,46,29,29,6,0.009542246882599761,82,POMDP
2,47,25,25,2,0.0018130269076939549,82,POMDP
2,48,39,39,16,0.02583563343463885,82,POMDP
2,49,24,24,1,0,82,POMDP
2,50,34,34,11,0.015544439449841043,82,POMDP
2,51,27,27,4,0.004430165243204697,82,POMDP
2,52,31,31,8,0.009820199622437078,82,POMDP
2,53,24,24,1,0,82,POMDP
2,54,43,43,20,0.024055981860819968,82,POMDP
2,55,31,31,8,0.00841959365128699,82,POMDP
2,56,33,33,10,0.010283932245500534,82,POMDP
2,57,32,32,9,0.008684209451756006,82,POMDP
2,58,25,25,2,0.0010312498723960256,82,POMDP
2,59,31,31,8,0.006857811651433571,82,POMDP
2,60,28,28,5,0.0037228120393496527,82,POMDP
2,61,37,37,14,0.011494182171492052,82,POMDP
2,62,32,32,9,0.006719675731026123,82,POMDP
2,63,28,28,5,0.0031918459722374078,82,POMDP
2,64,36,36,13,0.009096761020876611,82,POMDP
2,65,32,32,9,0.005761281979888521,82,POMDP
2,66,33,33,10,0.006157370116005856,82,POMDP
2,67,28,28,5,0.0025997784934246944,82,POMDP
2,68,26,26,3,0.0012348947843767299,82,POMDP
2,69,44,44,21,0.011731500451578935,82,POMDP
2,70,40,40,17,0.00891594034319999,82,POMDP
2,71,32,32,9,0.004235071663019995,82,POMDP
2,72,29,29,6,0.0025145737999181217,82,POMDP
2,73,39,39,16,0.007166535329766647,82,POMDP
2,74,31,31,8,0.003177163996196547,82,POMDP
2,75,42,42,19,0.007761357762137277,82,POMDP
2,76,25,25,2,4.0962721522391185e-4,82,POMDP
2,77,41,41,18,0.006615479525866176,82,POMDP
2,78,39,39,16,0.005545328426093706,82,POMDP
2,79,26,26,3,7.024082673052028e-4,82,POMDP
2,80,37,37,14,0.004337371050609627,82,POMDP
2,81,33,33,10,0.0028526555755932544,82,POMDP
2,82,31,31,8,0.002107795508632794,82,POMDP
2,83,36,36,13,0.003432695542630549,82,POMDP
2,84,26,26,3,5.435101275831702e-4,82,POMDP
2,85,33,33,10,0.0023235057954180526,82,POMDP
2,86,19,19,1,0,82,POMDP
2,87,28,28,5,9.319839912732411e-4,82,POMDP
2,88,33,33,10,0.0019921157813465526,82,POMDP
2,89,40,40,17,0.0033644622084964,82,POMDP
2,90,35,35,12,0.0021974143799242114,82,POMDP
2,91,22,22,1,0,82,POMDP
2,92,32,32,9,0.0014423028930048004,82,POMDP
2,93,33,33,10,0.0015414612168988802,82,POMDP
2,94,34,34,11,0.0016270979511710402,82,POMDP
2,95,28,28,5,6.182972214449952e-4,82,POMDP
2,96,41,41,18,0.0024963750315841683,82,POMDP
2,97,33,33,10,0.0012555297952967432,82,POMDP
2,98,31,31,8,9.276970154137048e-4,82,POMDP
2,99,28,28,5,5.036069512245826e-4,82,POMDP
2,1,9,9,1,0,83,POMDP
2,2,13,13,1,0,83,POMDP
2,3,18,18,1,0,83,POMDP
2,4,21,21,1,0,83,POMDP
2,5,32,32,9,0.12505550505050503,83,POMDP
2,6,37,37,14,0.19305443592171714,83,POMDP
2,7,34,34,11,0.14107824163510096,83,POMDP
2,8,31,31,8,0.09381703068734215,83,POMDP
2,9,30,30,7,0.07639386784540717,83,POMDP
2,10,47,47,24,0.2782010020703578,83,POMDP
2,11,37,37,14,0.14938184241603994,83,POMDP
2,12,41,41,18,0.1855782119245419,83,POMDP
2,13,43,43,20,0.1970403956022342,83,POMDP
2,14,38,38,15,0.13792827692156392,83,POMDP
2,15,30,30,7,0.05615651274663674,83,POMDP
2,16,42,42,19,0.16004606132791468,83,POMDP
2,17,35,35,12,0.09291563004870602,83,POMDP
2,18,29,29,6,0.040122658430123054,83,POMDP
2,19,30,30,7,0.045739830610340274,83,POMDP
2,20,27,27,4,0.02172641953991163,83,POMDP
2,21,26,26,3,0.013760065708610702,83,POMDP
2,22,32,32,9,0.052288249692720654,83,POMDP
2,23,28,28,5,0.024836918604042312,83,POMDP
2,24,24,24,1,0,83,POMDP
2,25,33,33,10,0.05043446784033341,83,POMDP
2,26,28,28,5,0.021294553088140773,83,POMDP
