state,policy,harvest,escapement
0,det,0,0
0.020202020202020204,det,0,0.020202020202020204
0.04040404040404041,det,0,0.04040404040404041
0.06060606060606061,det,0,0.06060606060606061
0.08080808080808081,det,0,0.08080808080808081
0.10101010101010102,det,0,0.10101010101010102
0.12121212121212122,det,0,0.12121212121212122
0.14141414141414144,det,0,0.14141414141414144
0.16161616161616163,det,0,0.16161616161616163
0.18181818181818182,det,0,0.18181818181818182
0.20202020202020204,det,0,0.20202020202020204
0.22222222222222224,det,0,0.22222222222222224
0.24242424242424243,det,0,0.24242424242424243
0.26262626262626265,det,0,0.26262626262626265
0.2828282828282829,det,0,0.2828282828282829
0.30303030303030304,det,0,0.30303030303030304
0.32323232323232326,det,0.020202020202020204,0.30303030303030304
0.3434343434343435,det,0.04040404040404041,0.3030303030303031
0.36363636363636365,det,0.08080808080808081,0.2828282828282828
0.38383838383838387,det,0.10101010101010102,0.2828282828282829
0.4040404040404041,det,0.12121212121212122,0.2828282828282829
0.42424242424242425,det,0.14141414141414144,0.2828282828282828
0.4444444444444445,det,0.16161616161616163,0.2828282828282829
0.4646464646464647,det,0.18181818181818182,0.2828282828282829
0.48484848484848486,det,0.20202020202020204,0.2828282828282828
0.5050505050505051,det,0.22222222222222224,0.2828282828282829
0.5252525252525253,det,0.24242424242424243,0.2828282828282829
0.5454545454545455,det,0.26262626262626265,0.2828282828282829
0.5656565656565657,det,0.2828282828282829,0.2828282828282829
0.5858585858585859,det,0.30303030303030304,0.2828282828282828
0.6060606060606061,det,0.32323232323232326,0.2828282828282828
0.6262626262626263,det,0.3434343434343435,0.2828282828282828
0.6464646464646465,det,0.3434343434343435,0.30303030303030304
0.6666666666666667,det,0.36363636363636365,0.3030303030303031
0.686868686868687,det,0.38383838383838387,0.3030303030303031
0.7070707070707072,det,0.4040404040404041,0.3030303030303031
0.7272727272727273,det,0.4040404040404041,0.3232323232323232
0.7474747474747475,det,0.42424242424242425,0.32323232323232326
0.7676767676767677,det,0.4444444444444445,0.32323232323232326
0.787878787878788,det,0.4444444444444445,0.3434343434343435
0.8080808080808082,det,0.4646464646464647,0.3434343434343435
0.8282828282828284,det,0.4646464646464647,0.3636363636363637
0.8484848484848485,det,0.48484848484848486,0.36363636363636365
0.8686868686868687,det,0.48484848484848486,0.38383838383838387
0.888888888888889,det,0.5050505050505051,0.38383838383838387
0.9090909090909092,det,0.5050505050505051,0.4040404040404041
0.9292929292929294,det,0.5050505050505051,0.4242424242424243
0.9494949494949496,det,0.5252525252525253,0.4242424242424243
0.9696969696969697,det,0.5252525252525253,0.4444444444444444
0.98989898989899,det,0.5252525252525253,0.46464646464646464
1.0101010101010102,det,0.5454545454545455,0.46464646464646464
1.0303030303030305,det,0.5454545454545455,0.484848484848485
1.0505050505050506,det,0.5454545454545455,0.5050505050505051
1.0707070707070707,det,0.5454545454545455,0.5252525252525252
1.090909090909091,det,0.5454545454545455,0.5454545454545455
1.1111111111111112,det,0.5454545454545455,0.5656565656565656
1.1313131313131315,det,0.5454545454545455,0.585858585858586
1.1515151515151516,det,0.5656565656565657,0.5858585858585859
1.1717171717171717,det,0.5656565656565657,0.606060606060606
1.191919191919192,det,0.5454545454545455,0.6464646464646465
1.2121212121212122,det,0.5454545454545455,0.6666666666666666
1.2323232323232325,det,0.5454545454545455,0.686868686868687
1.2525252525252526,det,0.5454545454545455,0.7070707070707071
1.272727272727273,det,0.5454545454545455,0.7272727272727274
1.292929292929293,det,0.5454545454545455,0.7474747474747475
1.3131313131313131,det,0.5454545454545455,0.7676767676767676
1.3333333333333335,det,0.5252525252525253,0.8080808080808082
1.3535353535353536,det,0.5252525252525253,0.8282828282828283
1.373737373737374,det,0.5252525252525253,0.8484848484848486
1.393939393939394,det,0.5252525252525253,0.8686868686868687
1.4141414141414144,det,0.5050505050505051,0.9090909090909093
1.4343434343434345,det,0.5050505050505051,0.9292929292929294
1.4545454545454546,det,0.48484848484848486,0.9696969696969697
1.474747474747475,det,0.48484848484848486,0.9898989898989901
1.494949494949495,det,0.48484848484848486,1.0101010101010102
1.5151515151515154,det,0.4646464646464647,1.0505050505050506
1.5353535353535355,det,0.4444444444444445,1.090909090909091
1.5555555555555556,det,0.4444444444444445,1.1111111111111112
1.575757575757576,det,0.42424242424242425,1.1515151515151516
1.595959595959596,det,0.42424242424242425,1.1717171717171717
1.6161616161616164,det,0.4040404040404041,1.2121212121212124
1.6363636363636365,det,0.38383838383838387,1.2525252525252526
1.6565656565656568,det,0.38383838383838387,1.272727272727273
1.676767676767677,det,0.36363636363636365,1.3131313131313131
1.696969696969697,det,0.3434343434343435,1.3535353535353536
1.7171717171717173,det,0.32323232323232326,1.393939393939394
1.7373737373737375,det,0.30303030303030304,1.4343434343434345
1.7575757575757578,det,0.30303030303030304,1.4545454545454548
1.777777777777778,det,0.2828282828282829,1.494949494949495
1.7979797979797982,det,0.26262626262626265,1.5353535353535355
1.8181818181818183,det,0.24242424242424243,1.575757575757576
1.8383838383838385,det,0.22222222222222224,1.6161616161616161
1.8585858585858588,det,0.20202020202020204,1.6565656565656568
1.878787878787879,det,0.18181818181818182,1.696969696969697
1.8989898989898992,det,0.16161616161616163,1.7373737373737377
1.9191919191919193,det,0.12121212121212122,1.797979797979798
1.9393939393939394,det,0.10101010101010102,1.8383838383838385
1.9595959595959598,det,0.08080808080808081,1.878787878787879
1.97979797979798,det,0.06060606060606061,1.9191919191919193
2,det,0.04040404040404041,1.9595959595959596
0,msy,0,0
0.020202020202020204,msy,0,0.020202020202020204
0.04040404040404041,msy,0.020202020202020204,0.020202020202020204
0.06060606060606061,msy,0.020202020202020204,0.0404040404040404
0.08080808080808081,msy,0.020202020202020204,0.06060606060606061
0.10101010101010102,msy,0.020202020202020204,0.08080808080808081
0.12121212121212122,msy,0.04040404040404041,0.0808080808080808
0.14141414141414144,msy,0.04040404040404041,0.10101010101010102
0.16161616161616163,msy,0.04040404040404041,0.12121212121212122
0.18181818181818182,msy,0.06060606060606061,0.12121212121212122
0.20202020202020204,msy,0.06060606060606061,0.14141414141414144
0.22222222222222224,msy,0.06060606060606061,0.16161616161616163
0.24242424242424243,msy,0.06060606060606061,0.18181818181818182
0.26262626262626265,msy,0.08080808080808081,0.18181818181818182
0.2828282828282829,msy,0.08080808080808081,0.20202020202020204
0.30303030303030304,msy,0.08080808080808081,0.2222222222222222
0.32323232323232326,msy,0.10101010101010102,0.22222222222222224
0.3434343434343435,msy,0.10101010101010102,0.24242424242424246
0.36363636363636365,msy,0.10101010101010102,0.26262626262626265
0.38383838383838387,msy,0.10101010101010102,0.2828282828282829
0.4040404040404041,msy,0.12121212121212122,0.2828282828282829
0.42424242424242425,msy,0.12121212121212122,0.30303030303030304
0.4444444444444445,msy,0.12121212121212122,0.32323232323232326
0.4646464646464647,msy,0.14141414141414144,0.32323232323232326
0.48484848484848486,msy,0.14141414141414144,0.3434343434343434
0.5050505050505051,msy,0.14141414141414144,0.36363636363636365
0.5252525252525253,msy,0.14141414141414144,0.38383838383838387
0.5454545454545455,msy,0.16161616161616163,0.38383838383838387
0.5656565656565657,msy,0.16161616161616163,0.4040404040404041
0.5858585858585859,msy,0.16161616161616163,0.4242424242424242
0.6060606060606061,msy,0.18181818181818182,0.42424242424242425
0.6262626262626263,msy,0.18181818181818182,0.4444444444444445
0.6464646464646465,msy,0.18181818181818182,0.4646464646464647
0.6666666666666667,msy,0.18181818181818182,0.4848484848484849
0.686868686868687,msy,0.20202020202020204,0.4848484848484849
